nflores 35543 Wed Mar  8 21:57:01 2017

Avatar id: 0; (x,y) = (21, 12); move = 2 
Avatar id: 1; (x,y) = (15, 4); move = 2 
Avatar id: 0; (x,y) = (21, 13); move = 3 
Avatar id: 1; (x,y) = (15, 5); move = 3 
Avatar id: 0; (x,y) = (21, 13); move = 2 
Avatar id: 1; (x,y) = (16, 5); move = 1 
Avatar id: 0; (x,y) = (21, 14); move = 3 
Avatar id: 1; (x,y) = (16, 5); move = 3 
Avatar id: 0; (x,y) = (21, 14); move = 2 
Avatar id: 1; (x,y) = (17, 5); move = 1 
Avatar id: 0; (x,y) = (21, 15); move = 3 
Avatar id: 1; (x,y) = (17, 5); move = 3 
Avatar id: 0; (x,y) = (21, 15); move = 2 
Avatar id: 1; (x,y) = (17, 5); move = 2 
Avatar id: 0; (x,y) = (21, 15); move = 0 
Avatar id: 1; (x,y) = (17, 6); move = 3 
Avatar id: 0; (x,y) = (21, 15); move = 1 
Avatar id: 1; (x,y) = (17, 6); move = 2 
Avatar id: 0; (x,y) = (21, 14); move = 0 
Avatar id: 1; (x,y) = (17, 6); move = 0 
Avatar id: 0; (x,y) = (21, 14); move = 1 
Avatar id: 1; (x,y) = (16, 6); move = 2 
Avatar id: 0; (x,y) = (21, 13); move = 0 
Avatar id: 1; (x,y) = (16, 7); move = 3 
Avatar id: 0; (x,y) = (20, 13); move = 2 
Avatar id: 1; (x,y) = (17, 7); move = 1 
Avatar id: 0; (x,y) = (20, 14); move = 3 
Avatar id: 1; (x,y) = (17, 7); move = 3 
Avatar id: 0; (x,y) = (20, 14); move = 2 
Avatar id: 1; (x,y) = (18, 7); move = 1 
Avatar id: 0; (x,y) = (20, 15); move = 3 
Avatar id: 1; (x,y) = (18, 6); move = 0 
Avatar id: 0; (x,y) = (20, 15); move = 2 
Avatar id: 1; (x,y) = (18, 6); move = 1 
Avatar id: 0; (x,y) = (20, 16); move = 3 
Avatar id: 1; (x,y) = (18, 5); move = 0 
Avatar id: 0; (x,y) = (21, 16); move = 1 
Avatar id: 1; (x,y) = (18, 5); move = 1 
Avatar id: 0; (x,y) = (21, 16); move = 3 
Avatar id: 1; (x,y) = (18, 4); move = 0 
Avatar id: 0; (x,y) = (21, 16); move = 2 
Avatar id: 1; (x,y) = (17, 4); move = 2 
Avatar id: 0; (x,y) = (21, 17); move = 3 
Avatar id: 1; (x,y) = (17, 4); move = 0 
Avatar id: 0; (x,y) = (21, 17); move = 2 
Avatar id: 1; (x,y) = (17, 4); move = 1 
Avatar id: 0; (x,y) = (21, 18); move = 3 
Avatar id: 1; (x,y) = (17, 3); move = 0 
Avatar id: 0; (x,y) = (22, 18); move = 1 
Avatar id: 1; (x,y) = (17, 3); move = 1 
Avatar id: 0; (x,y) = (22, 17); move = 0 
Avatar id: 1; (x,y) = (17, 2); move = 0 
Avatar id: 0; (x,y) = (22, 17); move = 1 
Avatar id: 1; (x,y) = (16, 2); move = 2 
Avatar id: 0; (x,y) = (22, 16); move = 0 
Avatar id: 1; (x,y) = (16, 2); move = 0 
Avatar id: 0; (x,y) = (22, 16); move = 1 
Avatar id: 1; (x,y) = (15, 2); move = 2 
Avatar id: 0; (x,y) = (22, 15); move = 0 
Avatar id: 1; (x,y) = (15, 3); move = 3 
Avatar id: 0; (x,y) = (22, 15); move = 1 
Avatar id: 1; (x,y) = (15, 3); move = 2 
Avatar id: 0; (x,y) = (22, 14); move = 0 
Avatar id: 1; (x,y) = (15, 3); move = 0 
Avatar id: 0; (x,y) = (22, 14); move = 1 
Avatar id: 1; (x,y) = (14, 3); move = 2 
Avatar id: 0; (x,y) = (22, 14); move = 3 
Avatar id: 1; (x,y) = (14, 3); move = 0 
Avatar id: 0; (x,y) = (23, 14); move = 1 
Avatar id: 1; (x,y) = (13, 3); move = 2 
Avatar id: 0; (x,y) = (23, 14); move = 3 
Avatar id: 1; (x,y) = (13, 4); move = 3 
Avatar id: 0; (x,y) = (24, 14); move = 1 
Avatar id: 1; (x,y) = (14, 4); move = 1 
Avatar id: 0; (x,y) = (24, 14); move = 3 
Avatar id: 1; (x,y) = (14, 4); move = 3 
Avatar id: 0; (x,y) = (24, 14); move = 2 
Avatar id: 1; (x,y) = (14, 4); move = 2 
Avatar id: 0; (x,y) = (24, 15); move = 3 
Avatar id: 1; (x,y) = (14, 5); move = 3 
Avatar id: 0; (x,y) = (24, 15); move = 2 
Avatar id: 1; (x,y) = (14, 5); move = 2 
Avatar id: 0; (x,y) = (24, 16); move = 3 
Avatar id: 1; (x,y) = (14, 6); move = 3 
Avatar id: 0; (x,y) = (24, 16); move = 2 
Avatar id: 1; (x,y) = (15, 6); move = 1 
Avatar id: 0; (x,y) = (24, 17); move = 3 
Avatar id: 1; (x,y) = (15, 6); move = 3 
Avatar id: 0; (x,y) = (24, 17); move = 2 
Avatar id: 1; (x,y) = (15, 6); move = 2 
Avatar id: 0; (x,y) = (24, 18); move = 3 
Avatar id: 1; (x,y) = (15, 7); move = 3 
Avatar id: 0; (x,y) = (24, 18); move = 2 
Avatar id: 1; (x,y) = (15, 7); move = 2 
Avatar id: 0; (x,y) = (24, 19); move = 3 
Avatar id: 1; (x,y) = (15, 7); move = 0 
Avatar id: 0; (x,y) = (24, 19); move = 2 
Avatar id: 1; (x,y) = (14, 7); move = 2 
Avatar id: 0; (x,y) = (24, 20); move = 3 
Avatar id: 1; (x,y) = (14, 8); move = 3 
Avatar id: 0; (x,y) = (24, 20); move = 2 
Avatar id: 1; (x,y) = (14, 8); move = 2 
Avatar id: 0; (x,y) = (24, 21); move = 3 
Avatar id: 1; (x,y) = (14, 8); move = 0 
Avatar id: 0; (x,y) = (24, 21); move = 2 
Avatar id: 1; (x,y) = (13, 8); move = 2 
Avatar id: 0; (x,y) = (24, 22); move = 3 
Avatar id: 1; (x,y) = (13, 9); move = 3 
Avatar id: 0; (x,y) = (24, 22); move = 2 
Avatar id: 1; (x,y) = (14, 9); move = 1 
Avatar id: 0; (x,y) = (24, 22); move = 0 
Avatar id: 1; (x,y) = (14, 9); move = 3 
Avatar id: 0; (x,y) = (23, 22); move = 2 
Avatar id: 1; (x,y) = (14, 9); move = 2 
